window_idx,true_label,score_isolation_forest,score_random_forest,score_xgboost,score_lstm_autoencoder,score_anomaly_transformer
102,1,0.48549945008665396,0.99985277527713,0.9988607,0.061578013,647.5219
103,1,0.4821553786433376,0.9918051617251881,0.9967597,0.051839698,647.77264
104,1,0.47628295442530083,1.0,0.9999732,0.04143859,648.2089
105,0,0.442165227223845,0.002807546887832212,0.0021674817,0.028180726,6.3566513
106,0,0.44090332442258817,0.004141642933614314,0.004974978,0.026354453,6.371464
107,0,0.4335676412779182,0.0003856081680207282,0.0031315177,0.02451306,6.3367047
108,0,0.43328696119195054,5.828350709668329e-05,2.7155584e-05,0.022340111,6.293262
109,0,0.43546630229138367,4.238853423486036e-05,2.5472986e-05,0.021318547,6.261159
110,0,0.4383564106470829,2.8451932229005063e-05,3.963296e-05,0.019907068,6.2537537
111,0,0.4444967029505003,0.0001036018528498481,2.734096e-05,0.01914066,6.2300196
112,0,0.44578107258950656,0.00012739926582102396,0.00024635473,0.01810507,6.217768
113,0,0.4334616895980665,0.00017752805975601888,0.0011237212,0.018741671,6.2150636
114,0,0.4600377496893231,0.0024329240926463445,8.595523e-05,0.019504853,6.261246
115,0,0.4402544108041585,0.00017153320688376164,9.646305e-05,0.016411176,6.266931
116,0,0.4414666746286326,2.889660624630876e-05,2.7661023e-05,0.014324878,6.2749696
117,0,0.4438991897238089,2.889660624630876e-05,2.505835e-05,0.0138923265,6.277842
118,0,0.44338506118613263,0.00031701612740073356,5.8442492e-05,0.012237656,6.285377
119,0,0.45863001252045715,0.11968372171121099,0.00027170323,0.0124264015,6.2882
120,0,0.4532446512306218,0.01746729612476244,0.0001283443,0.012272343,6.3137083
121,1,0.44500906765232345,0.47658774711857044,0.56129587,0.011700871,481.68134
122,1,0.4467769001730759,0.46675142544454956,0.5733887,0.0132496795,619.8211
123,0,0.4490291098886972,0.4284954185986644,0.21991175,0.013316885,6.3967395
124,0,0.44321865597338156,0.07752980081153395,0.0037805194,0.0116036255,6.2965455
125,0,0.44458140312507344,0.8358061868167442,0.9345057,0.013177694,6.383932
126,0,0.44081181024110017,0.07467594660342063,0.004368988,0.013003427,6.3054595
127,0,0.45078447706797714,0.07919640797831833,0.0032481365,0.014815633,6.8530884
128,0,0.444440019967415,0.08925335891039085,0.005599547,0.01657649,6.3996134
129,1,0.4431765776469627,0.9962951837463055,0.9999474,0.03371825,643.8319
130,1,0.4550227222183417,0.9996714079557537,0.9999294,0.08249,643.9869
131,1,0.4570733304053807,0.999274867604322,0.99995244,0.09221137,644.20856
132,1,0.4481963617277883,0.9992764404451858,0.999972,0.10382685,644.3796
133,1,0.4625655660511762,0.9924559540234286,0.99995697,0.09895812,644.7784
134,1,0.44357752915247994,0.999730967259621,0.9999709,0.088105775,645.22473
135,1,0.43951337342649477,1.0,0.9999708,0.077923946,645.3376
136,1,0.44640834188744766,1.0,0.99997294,0.069157906,646.0956
137,1,0.4497049959906953,1.0,0.9999691,0.049629536,646.22797
138,1,0.46497208776741883,0.9936595371677379,0.9999651,0.05623697,646.2161
139,1,0.46779568695984813,0.9966666666666667,0.9999554,0.059067808,646.56274
140,1,0.462941368074425,0.9995021184505333,0.9987764,0.06928253,646.7906
141,1,0.4693318549914726,1.0,0.9989029,0.062070854,647.1105
142,1,0.4706006838961623,1.0,0.9999734,0.06529967,647.21875
143,1,0.4756760008598817,0.9982081167776122,0.9999671,0.053715516,647.8192
144,1,0.48124549779664516,0.9916224123833217,0.9999553,0.0424143,648.18085
145,0,0.4397717326481527,0.001311636564126609,0.0018113366,0.029814983,6.345593
146,0,0.4434194480886592,0.001254123269926279,0.002092672,0.028231895,6.3730597
147,0,0.43476866262231667,0.004023474807155432,0.0025546993,0.025691085,6.3341494
148,0,0.437275673522117,4.629824893369008e-05,3.0170864e-05,0.023109948,6.297196
149,0,0.4356128109438818,4.238853423486036e-05,1.8959707e-05,0.021784253,6.267225
150,0,0.43850255150437134,4.238853423486036e-05,1.5659683e-05,0.019913275,6.249832
151,0,0.4441968866441549,4.123737336359793e-05,1.290053e-05,0.019347597,6.2203016
152,0,0.44451450774072593,0.0028995958764227213,1.1658497e-05,0.018497106,6.225287
153,0,0.4306165368196775,0.0001652160858878973,5.274716e-05,0.018983256,6.2194924
154,0,0.4632419491164875,0.0027227663121350987,0.0028607817,0.01913624,6.261173
155,0,0.4508919230002162,0.0001851160090339911,0.00014198829,0.016482754,6.2700834
156,0,0.4497813043972217,4.283320825216405e-05,2.1261798e-05,0.014541632,6.278337
157,0,0.4545532651385218,6.981035581844049e-05,0.00028487924,0.01383539,6.2824354
158,0,0.4504804506415258,4.283320825216405e-05,2.792333e-05,0.012987289,6.289458
159,0,0.45196267294162545,7.64696883134354e-05,5.8693546e-05,0.012465706,6.2888455
160,0,0.4548684715788368,0.00385245804091564,7.81155e-05,0.0121429665,6.305991
161,0,0.44460094773587866,0.1380686650546623,0.0008443346,0.012634272,6.3220606
162,1,0.44986302822414614,0.2994180485882104,0.11755034,0.01347241,633.8085
163,1,0.4616342683064902,0.37608828094220975,0.72275,0.013732854,636.5062
164,0,0.44165296029381984,0.13134998622831395,0.0029319546,0.011203069,6.2816253
165,1,0.44156645391854343,0.8752161475499094,0.99907374,0.01287369,8.11452
166,0,0.4366589839731838,0.1328335518553637,0.0054079336,0.012610414,6.2959304
167,0,0.4570247691091335,0.2061854136029662,0.0055355635,0.014730392,6.478041
168,0,0.4469824808267299,0.16370911199128788,0.061746422,0.016118973,7.942147
169,1,0.44372198414393055,0.999211510236507,0.9999511,0.03228787,643.9086
170,1,0.46051240725724246,0.9972290013470166,0.9999329,0.08171236,643.97437
171,1,0.4595231681901877,0.9989624293428252,0.99995613,0.078197524,644.1541
172,1,0.4546650715568772,1.0,0.99996865,0.07179915,644.3779
173,1,0.4666968190042452,0.9978087781022498,0.99993706,0.0962144,644.7216
174,1,0.44857301938521565,1.0,0.9999558,0.08747275,645.1481
175,1,0.4474653271791453,1.0,0.99997807,0.07682442,645.40826
176,1,0.4531668757710395,1.0,0.9999602,0.06678165,646.0698
177,1,0.45419652684475853,0.999826606580239,0.9999703,0.04712772,645.9938
178,1,0.47474516829347146,1.0,0.9999697,0.0558039,646.3228
179,1,0.4806359620665507,0.9993560465291129,0.99997866,0.057556294,646.48517
180,1,0.47831954557689443,1.0,0.9999535,0.068503566,646.7712
181,1,0.4869909410066683,0.9995021184505333,0.9990632,0.06004511,647.03156
182,1,0.48473277771390444,0.9998363053064122,0.9988568,0.06307989,647.27124
183,1,0.4873098310714626,0.99985277527713,0.99931276,0.052975878,647.6993
184,1,0.48433495715094116,1.0,0.99996746,0.042137034,647.8993
185,0,0.4534665459738504,0.002276247141882258,0.002312556,0.029606434,6.3627696
186,0,0.44848221340244243,0.0026946063402219817,0.0018871328,0.02779454,6.369646
187,0,0.4376339854971941,0.0016475309318148383,0.0027388155,0.025435794,6.338387
188,0,0.43304646565385413,6.0704907318947113e-05,3.3354874e-05,0.022934308,6.297052
189,0,0.4313926733901172,0.0002407629147506663,5.4518678e-05,0.021742547,6.2663836
190,0,0.43081458556720154,2.8451932229005063e-05,4.112634e-05,0.020426162,6.251999
191,0,0.44433927322723066,0.0001145389371315757,3.191542e-05,0.019848218,6.2345
192,0,0.4420484587942775,3.337109690176552e-05,2.2585707e-05,0.018902147,6.227381
193,0,0.4313584114032324,0.00018241211046093168,9.227249e-05,0.01976401,6.2181926
194,0,0.4600012668059378,0.0026831282433568133,0.0063045053,0.019798972,6.2571483
195,0,0.44770013547605036,0.000425616650757231,0.000101413854,0.017027978,6.266612
196,0,0.4544562657748401,0.0008693183170190946,0.0010079718,0.014695714,6.2833414
197,0,0.4417730048560507,0.0002720429658380506,3.5172332e-05,0.0149448775,6.2890735
198,0,0.4479519599695847,0.00029502613822453684,0.00013163328,0.013101907,6.288574
199,0,0.4554323074148546,0.002233565258037635,7.769569e-05,0.013270348,6.291557
200,0,0.4506329642806439,0.026613050897513132,0.001838254,0.012225793,6.322117
201,0,0.44470039497477387,0.4813585315332282,0.5338826,0.012569863,6.872699
202,0,0.45276327681110895,0.5483464072080094,0.77620995,0.013814504,26.24126
203,1,0.45197627019698805,0.5103765935740671,0.8405089,0.014085337,566.3191
204,1,0.4453121504424212,0.8619293259146029,0.9991548,0.011619131,57.157654
205,0,0.4438999643833562,0.13968062332654302,0.0045379815,0.01319552,6.284867
206,0,0.449187366869678,0.16402044869076163,0.0048193596,0.012906881,6.3058624
207,0,0.45692257820092175,0.11797037995501118,0.0041146707,0.014997555,7.9495425
208,1,0.4501533798989431,0.8315566583352446,0.9995486,0.016528811,641.31915
209,1,0.44214525251048203,0.9792644810668637,0.99993,0.032592963,643.8068
210,1,0.4568449293193241,0.9946874777133601,0.99993134,0.09958515,643.3005
211,1,0.45300344403343257,0.9991666835529748,0.9999343,0.077810444,644.1732
212,1,0.4538071215138138,0.9990719499229624,0.9999591,0.08946761,644.1951
213,1,0.4637331010122552,0.9985796524968344,0.99994516,0.093251355,644.62006
214,1,0.44857954807839234,1.0,0.9999521,0.08821611,644.994
215,1,0.45885376919152815,0.999730967259621,0.9999486,0.07630565,645.48175
216,1,0.44465724715964605,1.0,0.9999602,0.06484208,646.045
217,1,0.4402376853658,1.0,0.99997497,0.047495116,646.30927
218,1,0.45157932742574536,1.0,0.99996924,0.054662384,646.4189
219,1,0.4511994476480454,1.0,0.99997663,0.05705529,646.5986
220,1,0.4657946877939291,0.9991306355301721,0.99914825,0.06805997,646.7251
221,1,0.4675677453825708,0.9955574496914492,0.9983026,0.060559016,647.0654
222,1,0.46694861768948914,1.0,0.9988367,0.06401994,647.37665
223,1,0.4770495385396863,0.9980198850387937,0.999338,0.05285473,647.71765
224,1,0.48233007942814726,1.0,0.9999695,0.04156181,648.11096
225,0,0.44390904188310126,0.0005288688105181929,0.0023434714,0.028680515,6.3602457
226,0,0.4450615697289898,0.001100336816657737,0.0029978359,0.027041046,6.3726554
227,0,0.4344988612054408,0.0008883891231315392,0.0012726227,0.024790788,6.3379097
228,0,0.4280858903368976,0.00033567991678674236,3.1529773e-05,0.022653041,6.2940264
229,0,0.43311750207863614,0.00040807390947141236,0.00035891807,0.021177951,6.2639847
230,0,0.43222455032290424,2.8451932229005063e-05,2.4431622e-05,0.02016648,6.259619
231,0,0.4395281159806315,0.0001036018528498481,3.3343487e-05,0.019119212,6.2220016
232,0,0.4418886156083537,2.2434012620037925e-05,1.6242571e-05,0.01831468,6.223848
233,0,0.4287562247603472,0.0011464889643697045,5.096934e-05,0.019413797,6.2284665
234,0,0.4471223051315462,0.0005155217482782029,9.142335e-05,0.01914021,6.2587566
235,0,0.44028115103304016,0.00017153320688376164,8.128227e-05,0.016496295,6.2681856
236,0,0.433970432424092,0.00010519768773841422,4.4548924e-05,0.014489324,6.2815647
237,0,0.43935550101816895,4.283320825216405e-05,2.9973846e-05,0.013807793,6.281152
238,0,0.4362812459553687,5.296746684710643e-05,3.6623926e-05,0.012175654,6.294196
239,0,0.44663417728944776,0.00010228146496176883,0.00095413835,0.012246625,6.2904725
240,0,0.4443987097903391,0.028802760575511097,0.0018966862,0.011414999,6.324734
241,0,0.43416873747120777,0.46224200646706814,0.39971754,0.012039672,6.525393
242,0,0.44213643954216975,0.37680932218921975,0.37405246,0.013195275,7.734436
243,0,0.4422185117392287,0.19167941316752032,0.016496442,0.013324572,11.601057
244,0,0.45820750535597166,0.019132683294475032,0.0005609703,0.010869395,6.298567
245,1,0.4501598724226554,0.8421808473286767,0.99944574,0.012369865,6.3690734
246,0,0.4479868323955091,0.0699911206391015,0.0046938458,0.011982481,6.3057976
247,0,0.4544736106365283,0.07826766776665484,0.0040228795,0.013906777,7.917843
248,0,0.45082344972498584,0.36087039595581294,0.3656935,0.015256892,12.337074
249,1,0.44144780958475194,0.9964206867302308,0.9999362,0.031679463,643.94507
250,1,0.4511530292608321,0.9991866108216808,0.99997044,0.09880364,643.7943
251,1,0.4428313268253685,0.9997727491537887,0.99995315,0.08030315,643.5352
252,1,0.44166530634080886,0.9998527752771298,0.9999664,0.080015324,644.4501
253,1,0.45164277614231185,1.0,0.9999465,0.093216114,644.8014
254,1,0.44389944809098303,1.0,0.9999598,0.086706765,644.69653
255,1,0.4468283551467411,1.0,0.99996614,0.07840761,645.583
256,1,0.4515860804728553,1.0,0.9999769,0.06848536,645.89526
257,1,0.4470496936038656,1.0,0.99998105,0.0501455,646.2885
258,1,0.4594620517402797,1.0,0.99997234,0.055876292,646.39105
259,1,0.45993738691407154,1.0,0.99997103,0.058717556,646.6569
260,1,0.46405284801710617,1.0,0.99997234,0.06653265,646.838
261,1,0.4692745079080632,1.0,0.99997437,0.060071234,647.197
262,1,0.4672952835159804,1.0,0.99997497,0.06281324,647.2722
263,1,0.46184141345834584,1.0,0.9999763,0.052328546,647.7923
264,1,0.46447786760132476,1.0,0.99996567,0.040958572,648.2603
265,0,0.4345155179818048,0.0006699252947196466,0.0017852401,0.029235551,6.3644753
266,0,0.43449202186589836,0.002194345619281967,0.002349944,0.02804631,6.378698
267,0,0.42858077221148166,0.005116343327367035,0.0018156101,0.02534628,6.345352
268,0,0.4225144889595981,5.630099413951033e-05,2.5905769e-05,0.023166526,6.3028417
269,0,0.42428049344489327,4.958036576002837e-05,5.985019e-05,0.021789445,6.2634773
270,0,0.4270043574641696,0.00014860072697150205,0.00018601563,0.02035473,6.2504435
271,0,0.43587440810082023,2.7300771357742636e-05,1.4685428e-05,0.019872518,6.236345
272,0,0.4328709320276739,2.2434012620037925e-05,1.4879832e-05,0.018593173,6.237379
273,0,0.4220875613491896,0.00026108995193874793,0.0013552513,0.019010045,6.2189245
274,0,0.4627060063336537,0.00957386093942525,0.0008140059,0.019522468,6.261671
275,0,0.44500954162805134,0.000262882313869939,0.0028113679,0.016491931,6.2693534
276,0,0.44387837014705533,0.00035598617602971205,2.2292885e-05,0.014723432,6.278002
277,0,0.4392758392097858,0.0004864668298681124,2.6147916e-05,0.01540965,6.281829
278,0,0.4337086982419802,0.00029927877880983774,2.7901451e-05,0.013312841,6.2914214
279,0,0.446038609044689,0.0004094012491147994,3.762468e-05,0.012938393,6.290599
280,0,0.4469178756651191,0.004495233685217936,0.00012320293,0.012132276,6.30963
281,0,0.44113147812901043,0.2035221492527202,0.14017475,0.0130922,8.290281
282,1,0.45015050337782175,0.44025739433887895,0.7497408,0.0140887825,633.5613
283,0,0.454321684008769,0.4530829101480434,0.6563775,0.013883773,398.62436
284,1,0.4384202757355427,0.8785758334489644,0.9903584,0.011351488,8.011788
285,1,0.445277098722365,0.8868214489754712,0.9995703,0.013039809,8.154513
286,0,0.44024408774009677,0.13495952763599275,0.0057354677,0.012837496,6.2988358
287,1,0.45508745521676885,0.8688427197505475,0.9996892,0.014726951,633.90466
288,1,0.4482685781211367,0.8537119985506891,0.99973136,0.016263118,635.73694
289,1,0.43789500171236173,0.9994594844657521,0.99996746,0.064779826,644.051
290,1,0.43907501284057115,0.9981323751812511,0.9999474,0.08656302,644.0765
291,1,0.44275900422455744,0.9995528350380902,0.99995387,0.09968731,644.039
292,1,0.4469707253982403,1.0,0.9999695,0.1206323,643.823
293,1,0.46117751138418045,0.9968314715288356,0.99996173,0.09491201,644.76526
294,1,0.440631019937901,0.9980402844471801,0.9999652,0.0846148,645.08026
295,1,0.44670568002098865,1.0,0.99996495,0.07684059,645.2803
296,1,0.45068164856290377,1.0,0.9999658,0.06855286,646.0016
297,1,0.4462694209044623,1.0,0.99997556,0.047668222,646.1643
298,1,0.4591064403365225,1.0,0.99997187,0.054696485,646.2164
299,1,0.4650338895193956,1.0,0.9999728,0.056280397,646.5839
300,1,0.458388445343962,1.0,0.99997365,0.066352375,646.7109
301,1,0.47763339213797285,0.9993178046454743,0.99867177,0.058294952,647.0577
302,1,0.47010010390164747,1.0,0.99997437,0.06045663,646.86035
303,1,0.4774065633461986,1.0,0.99998033,0.05017601,647.81775
304,1,0.47853322818413463,0.9982053906575429,0.998204,0.039341126,648.2847
305,0,0.4432473214333458,0.004698512561206662,0.0025774254,0.028224654,6.359952
306,0,0.4382545871714283,0.0008750629387894454,0.0018789942,0.026909415,6.375637
307,0,0.431044809402938,0.0004170330625462121,0.0015443292,0.024690975,6.339661
308,0,0.42551022193843996,4.233364161571718e-05,1.7518307e-05,0.022519253,6.297086
309,0,0.4203128298642723,2.8451932229005063e-05,2.154905e-05,0.021087829,6.2564254
310,0,0.4288071757057993,3.981842688843772e-05,0.00016747587,0.019746017,6.247877
311,0,0.4368501247893822,0.00013226602455872866,0.00029627187,0.018798504,6.225001
312,0,0.43998619501432285,2.2434012620037925e-05,2.9292425e-05,0.017941374,6.2241063
313,0,0.4246179974082423,0.00017752805975601888,0.0011578525,0.018590556,6.211441
314,0,0.46094469514660574,0.000304560054974716,0.003562343,0.018801473,6.252128
315,0,0.44716020744555796,0.07461071063049259,0.00010170836,0.015932893,6.2651806
316,0,0.4384618120901206,3.679375421641977e-05,4.594538e-05,0.013911737,6.275405
317,0,0.43574265920468014,3.679375421641977e-05,2.5709716e-05,0.0144878505,6.281322
318,0,0.4341250141865341,3.679375421641977e-05,3.5009896e-05,0.012439849,6.290569
319,0,0.4436691743008135,7.608731654406702e-05,6.662357e-05,0.012436506,6.290143
320,0,0.4570376806457511,0.0052899873588085206,0.0012600439,0.011824987,6.314975
321,0,0.4382254145591516,0.2478094706720979,0.0076415087,0.012514483,6.325595
322,0,0.44324857627301134,0.37735005743098193,0.23032366,0.013000685,9.855671
323,0,0.4538860169457499,0.30841722477112365,0.11421845,0.013049421,6.5784817
324,0,0.45116505313093497,0.03221135618177938,0.00075075455,0.011144908,6.294928
325,1,0.4428621360322164,0.8663212082722481,0.99940526,0.0129109295,7.702733
326,0,0.4382333574427803,0.0759993299976277,0.02775862,0.012128581,6.3191047
327,1,0.45429553498842923,0.7774280914003372,0.9810049,0.014177231,8.628649
328,0,0.4531605113872505,0.12651599248785966,0.29303282,0.01566294,135.21931
329,1,0.4447024550364206,0.9910576442404742,0.99993145,0.0300573,643.75226
330,1,0.45395441268563813,0.998966114159529,0.9999434,0.08696986,643.9044
331,1,0.4535694506487827,0.9968928415885544,0.99994516,0.08278794,644.20636
332,1,0.44525465606362363,1.0,0.99996924,0.067223646,644.3662
333,1,0.4631320835438728,1.0,0.9999598,0.094400756,644.7713
334,1,0.4403171468908593,1.0,0.9999716,0.085905,644.74457
335,1,0.44668145469732723,1.0,0.9999777,0.078023665,645.64905
336,1,0.4554163725813474,1.0,0.99996126,0.066678874,646.0332
337,1,0.44903081069335155,1.0,0.99996877,0.048467297,646.2492
338,1,0.45850839632645846,1.0,0.9999769,0.05541742,646.3441
339,1,0.4612523759485062,1.0,0.9999726,0.05713726,646.56647
340,1,0.4564841724963238,1.0,0.99997723,0.06689262,646.8355
341,1,0.46540444609336845,0.9932290110787311,0.9999504,0.05976073,647.2553
342,1,0.47256091697838387,1.0,0.99997246,0.062374353,647.497
343,1,0.47459548301398463,1.0,0.9999734,0.051601037,647.8769
344,1,0.4886786869669177,1.0,0.9999572,0.04058671,648.3141
345,0,0.4461432612474515,0.0009008497758881747,0.0028336074,0.028236473,6.365396
346,0,0.4531499304754881,0.0007909218591649396,0.0037675,0.026812965,6.379597
347,0,0.437428068024462,0.007340607069122159,0.002421621,0.02451599,6.3451858
348,0,0.4367097530418504,0.0023239842899167775,3.8719918e-05,0.022311995,6.306694
349,0,0.4334681979822719,4.238853423486036e-05,3.1471165e-05,0.021268535,6.2718945
350,0,0.44361223751102197,4.238853423486036e-05,2.5438514e-05,0.020276774,6.2614613
351,0,0.43625904450892694,4.123737336359793e-05,2.3379365e-05,0.019155996,6.226852
352,0,0.4399444512506652,3.6370614625893216e-05,2.268072e-05,0.018113367,6.2163754
353,0,0.43277514483642593,0.0012283433297388521,0.0018825039,0.018597675,6.208759
